track_id,language,cluster_vae,cluster_pca
MT0008646690,unknown,0,0
MT0008649724,english,1,3
MT0008652185,english,1,3
MT0008665212,unknown,4,2
MT0008672387,english,1,3
MT0008673460,english,4,2
MT0008675527,unknown,0,0
MT0008684922,unknown,1,3
MT0008684978,english,4,2
MT0008686594,unknown,3,0
MT0008688962,unknown,1,3
MT0008690776,english,4,2
MT0008700460,unknown,0,2
MT0008704299,unknown,0,0
MT0008709705,english,3,0
MT0008716237,unknown,0,0
MT0008718991,unknown,3,4
MT0008722511,unknown,0,0
MT0008733057,unknown,4,2
MT0008734186,english,2,3
MT0008734289,english,1,3
MT0008740787,english,4,2
MT0008750426,english,3,0
MT0008753401,unknown,1,3
MT0008763007,unknown,5,4
MT0008776764,english,1,3
MT0008787199,unknown,1,3
MT0008790106,english,0,0
MT0008790360,english,1,3
MT0008791082,english,1,3
MT0008794071,english,2,2
MT0008797356,unknown,1,3
MT0008800327,english,1,3
MT0008806305,english,1,3
MT0008807220,unknown,1,3
MT0008813307,english,0,0
MT0008813309,english,4,2
MT0008819987,english,3,4
MT0008841966,unknown,0,0
MT0008863436,english,1,3
MT0008868862,unknown,1,3
MT0008869963,english,0,0
MT0008882630,english,1,3
MT0008883788,english,0,0
MT0008891523,english,0,0
MT0008899266,english,3,4
MT0008905908,english,0,5
MT0008947804,unknown,1,3
MT0008949592,unknown,4,2
MT0008953247,english,3,0
MT0008960612,english,4,2
MT0008963540,english,3,0
MT0008964909,unknown,4,2
MT0008966305,english,4,2
MT0008967700,unknown,1,2
MT0008969183,english,1,3
MT0008972801,english,4,2
MT0008979040,unknown,0,0
MT0008990300,unknown,0,0
MT0008999728,english,1,3
MT0008999898,english,3,4
MT0009000155,unknown,5,4
MT0009005900,english,0,0
MT0009008051,english,4,2
MT0009010830,english,4,2
MT0009016829,unknown,1,3
MT0009025287,english,4,2
MT0009025845,english,3,4
MT0009033072,unknown,0,0
MT0009041370,english,1,3
MT0009041848,english,0,0
MT0009043768,unknown,4,2
MT0009054976,english,0,0
MT0009075362,english,5,5
MT0009098212,unknown,4,2
MT0009112823,english,4,2
MT0009117202,english,2,1
MT0009123251,english,1,3
MT0009153900,english,4,2
MT0009161421,unknown,1,2
MT0009164591,english,4,2
MT0009164605,english,4,2
MT0009165729,english,1,3
MT0009169626,english,4,2
MT0009172291,english,1,3
MT0009174874,english,4,2
MT0009182700,unknown,3,4
MT0009185069,unknown,3,4
MT0009188643,english,4,2
MT0009196762,unknown,1,3
MT0009202768,unknown,0,5
MT0009206381,english,0,0
MT0009208842,english,4,2
MT0009213083,english,0,0
MT0009217411,english,0,2
MT0009220462,english,3,4
MT0009233872,english,4,0
MT0009239443,english,1,3
MT0009246394,english,4,2
MT0009253118,unknown,1,3
MT0009253379,english,4,2
MT0009263768,english,4,2
MT0009278329,english,4,2
MT0009289348,unknown,5,5
MT0009293226,unknown,1,3
MT0009295595,unknown,4,4
MT0009300582,english,0,0
MT0009306792,unknown,4,2
MT0009311775,english,1,3
MT0009312856,english,4,2
MT0009319587,english,1,3
MT0009320357,english,4,2
MT0009321428,english,4,2
MT0009346128,english,4,4
MT0009348908,english,4,2
MT0009351469,unknown,2,1
MT0009354859,unknown,4,2
MT0009360971,english,1,3
MT0009368615,english,4,2
MT0009375581,english,5,5
MT0009377947,unknown,3,5
MT0009378909,english,0,0
MT0009385684,english,0,0
MT0009389504,unknown,4,2
MT0009390091,english,0,0
MT0009400121,english,3,4
MT0009418269,english,1,3
MT0009421924,unknown,1,3
MT0009425259,english,1,3
MT0009430339,english,1,3
MT0009437817,unknown,0,0
MT0009464817,english,3,4
MT0009469599,english,4,2
MT0009485981,unknown,0,0
MT0009495280,english,3,4
MT0009495283,english,4,2
MT0009495284,english,3,4
MT0009495285,english,4,2
MT0009521580,english,4,2
MT0009533836,unknown,4,2
MT0009558355,unknown,4,2
MT0009577134,english,4,2
MT0009581924,unknown,0,0
MT0009601423,unknown,1,3
MT0009606151,unknown,0,5
MT0009614467,unknown,5,5
MT0009619048,english,4,2
MT0009619424,unknown,2,1
MT0009628869,unknown,3,4
MT0009631750,english,1,3
MT0009635389,english,2,1
MT0009635394,english,2,1
MT0009635397,english,2,1
MT0009693151,english,0,0
MT0009729892,unknown,0,0
MT0009740290,english,3,0
MT0009741521,english,3,0
MT0009741760,english,3,0
MT0009741773,unknown,4,2
MT0009741774,english,4,2
MT0009747294,unknown,2,1
MT0009769814,unknown,3,4
MT0009769816,unknown,3,5
MT0009781899,english,5,5
MT0009795009,english,0,0
MT0009800907,unknown,1,3
MT0009826820,unknown,4,2
MT0009844833,unknown,1,3
MT0009845069,unknown,5,5
MT0009845072,unknown,4,2
MT0009845270,unknown,4,2
MT0009845271,unknown,4,2
MT0009845272,unknown,4,2
MT0009845274,unknown,0,0
MT0009845275,unknown,0,0
MT0009845276,unknown,0,0
MT0009845278,unknown,4,2
MT0009868354,english,3,4
MT0009872131,english,1,3
MT0009897495,unknown,4,2
MT0009904717,english,0,2
MT0009908994,english,1,3
MT0009968194,english,4,2
MT0009976471,unknown,2,1
MT0009991160,unknown,3,4
MT0009996318,english,0,0
MT0009996319,unknown,0,0
MT0009996323,unknown,0,0
MT0010007878,english,3,4
MT0010007881,english,3,4
MT0010007882,english,3,0
MT0010049476,english,4,2
MT0010054305,english,4,0
MT0010065680,english,0,2
MT0010065686,english,4,2
MT0010076476,unknown,3,4
MT0010083757,english,3,0
MT0010085729,english,0,0
MT0010100277,english,0,0
MT0010100278,english,0,0
MT0010100279,english,0,0
MT0010100283,english,3,4
MT0010100285,english,0,0
MT0010100333,english,4,2
MT0010100428,english,3,0
MT0010100429,unknown,4,2
MT0010161903,unknown,4,2
MT0010169018,unknown,4,2
MT0010169019,english,1,2
MT0010203716,english,4,2
MT0010236541,english,0,2
MT0010237532,unknown,3,4
MT0010257371,english,4,2
MT0010261584,english,4,2
MT0010261588,english,4,2
MT0010278984,english,0,0
MT0010290775,english,4,2
MT0010290785,english,4,2
MT0010290788,english,3,4
MT0010290924,unknown,4,2
MT0010305995,english,4,4
MT0010310891,english,1,3
MT0010310894,english,1,3
MT0010310896,english,1,3
MT0010310897,english,1,3
MT0010310898,english,1,3
MT0010310899,english,1,3
MT0010344415,english,4,2
MT0010346228,english,1,3
MT0010363782,english,3,0
MT0010368848,english,2,1
MT0010369823,english,1,3
MT0010375510,english,2,1
MT0010379209,english,0,0
MT0010390464,unknown,2,1
MT0010392442,english,3,4
MT0010394619,english,3,4
MT0010405928,english,2,1
MT0010415730,unknown,1,3
MT0010437635,unknown,4,2
MT0010441634,unknown,2,1
MT0010444469,english,0,0
MT0010463505,unknown,2,1
MT0010465830,unknown,4,0
MT0010468178,english,0,0
MT0010474345,unknown,2,1
MT0010475525,unknown,2,1
MT0010477194,english,1,3
MT0010480965,english,1,3
MT0010481194,english,2,1
MT0010482550,english,4,2
MT0010484170,unknown,2,1
MT0010485559,english,2,1
MT0010485603,unknown,4,2
MT0010487366,english,2,1
MT0010487702,english,1,3
MT0010487769,unknown,2,1
MT0010487795,unknown,2,1
MT0010489498,unknown,2,1
MT0010490157,unknown,2,1
MT0010492983,unknown,4,2
MT0010498312,unknown,4,2
MT0010501618,unknown,2,1
MT0010502078,english,2,1
MT0010502743,unknown,2,4
MT0010506192,english,5,5
MT0010510852,english,2,1
MT0010512527,english,3,4
MT0010518490,unknown,2,1
MT0010524453,english,4,2
MT0010526041,english,1,3
MT0010534904,english,3,4
MT0010545132,english,3,4
MT0010548963,english,0,0
MT0010551970,english,0,5
MT0010552273,unknown,4,2
MT0010552303,english,4,2
MT0010552602,unknown,5,5
MT0010554620,english,2,1
MT0010574326,english,2,1
MT0010582452,english,2,1
MT0010585105,unknown,2,1
MT0010611876,english,4,0
MT0010612023,english,4,2
MT0010614368,unknown,3,4
MT0010615428,english,4,2
MT0010616215,english,4,2
MT0010617945,english,4,2
MT0010620026,english,0,0
MT0010623104,english,1,3
MT0010624346,english,4,2
MT0010630017,english,2,1
MT0010634279,unknown,5,5
MT0010638151,unknown,3,0
MT0010662602,unknown,3,5
MT0010665248,unknown,3,0
MT0010670378,english,4,2
MT0010674091,unknown,1,3
MT0010674530,english,0,0
MT0010674859,english,3,4
MT0010676114,english,2,1
MT0010681356,unknown,3,4
MT0010685188,unknown,5,4
MT0010687397,english,1,3
MT0010694663,unknown,5,1
MT0010694754,unknown,4,2
MT0010695865,english,0,0
MT0010701054,unknown,5,4
MT0010702898,english,3,4
MT0010705334,english,4,2
MT0010706869,english,0,0
MT0010707508,unknown,4,2
MT0010710874,english,5,4
MT0010712910,unknown,3,4
MT0010715611,english,2,1
MT0010723658,english,3,0
MT0010723756,english,3,4
MT0010724282,unknown,3,0
MT0010734696,unknown,1,3
MT0010736208,english,2,1
MT0010736281,english,2,1
MT0010739708,english,5,5
MT0010741252,unknown,0,0
MT0010741386,english,0,0
MT0010747096,unknown,4,2
MT0010751134,english,0,0
MT0010752894,unknown,4,2
MT0010753520,english,3,0
MT0010753736,unknown,5,1
MT0010754019,unknown,5,1
MT0010754290,english,4,2
MT0010755212,english,4,2
MT0010758927,unknown,3,4
MT0010765597,unknown,5,5
MT0010765607,unknown,2,4
MT0010773040,unknown,2,1
MT0010777106,english,5,1
MT0010778949,unknown,2,1
MT0010803094,unknown,5,5
MT0010803836,unknown,0,0
MT0010804974,unknown,3,0
MT0010810244,unknown,2,1
MT0010810859,unknown,0,0
MT0010815151,english,3,4
MT0010818060,unknown,4,2
MT0010823031,english,0,0
MT0010825992,unknown,2,1
MT0010835061,unknown,4,2
MT0010842738,unknown,5,5
MT0010849747,english,2,1
MT0010850805,english,0,0
MT0010851922,unknown,2,1
MT0010855214,unknown,5,5
MT0010855417,unknown,2,1
MT0010857270,english,2,1
MT0010862394,english,3,4
MT0010864096,unknown,2,1
MT0010883435,english,4,2
MT0010894865,english,2,1
MT0010897525,english,2,1
MT0010900969,unknown,0,0
MT0010902792,english,2,1
MT0010911637,unknown,3,5
MT0010922381,english,4,2
MT0010953323,unknown,2,2
MT0010956902,english,2,1
MT0010956907,unknown,3,4
MT0010965655,unknown,5,5
MT0010967419,english,1,3
MT0010978213,english,2,1
MT0010979481,unknown,3,4
MT0010980499,english,4,4
MT0010983830,english,4,2
MT0010984486,unknown,5,5
MT0010998105,unknown,2,4
MT0011032905,unknown,3,4
MT0011051663,unknown,4,2
MT0011066228,unknown,5,1
MT0011069243,english,1,3
MT0011079284,unknown,2,1
MT0011083648,english,1,3
MT0011095825,english,2,2
MT0011104152,unknown,2,1
MT0011145388,english,0,0
MT0011157091,unknown,2,1
MT0011158114,unknown,2,4
MT0011162069,english,3,4
MT0011173257,unknown,2,1
MT0011176903,unknown,2,1
MT0011191619,unknown,2,3
MT0011204639,english,1,3
MT0011230792,unknown,5,5
MT0011250965,unknown,5,5
MT0011252339,unknown,5,1
MT0011252708,english,5,1
MT0011259078,unknown,3,4
MT0011292112,english,5,5
MT0011302120,english,3,4
MT0011308097,english,2,1
MT0011322528,english,1,3
MT0011327325,unknown,3,4
MT0011328325,unknown,4,2
MT0011332604,english,0,0
MT0011342337,english,4,0
MT0011348776,english,2,1
MT0011353873,english,1,3
MT0011354857,unknown,2,1
MT0011354952,unknown,2,1
MT0011356991,unknown,3,0
MT0011358600,english,2,1
MT0011361934,english,1,3
MT0011369407,english,1,3
MT0011372756,unknown,3,4
MT0011374266,english,1,3
MT0011374342,english,2,1
MT0011376343,english,0,0
MT0011378875,english,1,3
MT0011380622,unknown,2,1
MT0011387901,english,1,3
MT0011391187,english,4,2
MT0011391356,english,2,1
MT0011393132,unknown,2,1
MT0011395375,english,2,2
MT0011398970,english,5,5
MT0011403548,english,5,5
MT0011411969,english,2,1
MT0011413068,unknown,2,1
MT0011426003,english,2,1
MT0011440705,unknown,5,5
MT0011447062,unknown,0,0
MT0011448384,unknown,4,2
MT0011448773,english,2,1
MT0011451296,english,3,0
MT0011458668,unknown,2,4
MT0011465608,unknown,3,0
MT0011487003,english,2,1
MT0011489804,unknown,2,1
MT0011503204,english,5,1
MT0011510700,english,1,3
MT0011558921,english,3,0
MT0011560587,unknown,3,4
MT0011564855,unknown,3,0
MT0011574534,unknown,1,3
MT0011575842,unknown,3,4
MT0011575852,unknown,1,3
MT0011581506,unknown,1,3
MT0011594970,english,5,5
MT0011612883,unknown,3,4
MT0011628266,unknown,2,1
MT0011650689,english,3,4
MT0011659985,english,5,5
MT0011667212,unknown,3,4
MT0011677264,english,1,2
MT0011697297,unknown,2,1
MT0011701692,unknown,2,1
MT0011702301,unknown,3,4
MT0011707340,english,4,2
MT0011709169,unknown,2,1
MT0011711263,unknown,2,1
MT0011711878,english,3,4
MT0011712337,english,2,1
MT0011715190,unknown,2,1
MT0011716005,english,1,3
MT0011718667,unknown,4,0
MT0011724911,unknown,2,1
MT0011724999,unknown,3,4
MT0011739779,english,4,0
MT0011741035,english,4,2
MT0011755407,unknown,3,0
MT0011767762,english,4,2
MT0011772341,english,4,2
MT0011776369,english,3,0
MT0011785029,unknown,4,2
MT0011786799,unknown,5,1
MT0011797446,unknown,4,2
MT0011800641,english,3,4
MT0011808566,english,4,2
MT0011809659,english,0,0
MT0011818239,english,3,4
MT0011821215,english,4,2
MT0011827018,english,1,3
MT0011836087,unknown,3,0
MT0011836290,unknown,4,2
MT0011842354,english,0,0
MT0011847514,english,4,2
MT0011861922,english,4,2
MT0011862487,english,3,4
MT0011869625,english,4,2
MT0011870505,english,2,3
MT0011876383,unknown,3,4
MT0011878109,english,1,3
MT0011879943,english,1,3
MT0011881944,english,4,2
MT0011886148,unknown,3,0
MT0011886864,english,5,5
MT0011894681,english,3,4
MT0011895175,unknown,5,5
MT0011895910,english,4,2
MT0011896804,english,4,2
MT0011899302,unknown,4,0
MT0011903519,unknown,2,1
MT0011906602,unknown,5,5
MT0011908274,english,3,5
MT0011909571,english,2,1
MT0011910522,english,2,0
MT0011912059,unknown,4,2
MT0011914836,english,2,3
MT0011916674,english,0,0
MT0011916784,unknown,0,0
MT0011919136,unknown,2,1
MT0011920419,english,2,1
MT0011921060,english,4,2
MT0011922080,unknown,4,2
MT0011922905,english,4,2
MT0011924283,english,4,0
MT0011924316,english,0,2
MT0011924930,english,0,5
MT0011928183,english,4,2
MT0011929096,english,3,0
MT0011930865,unknown,3,4
MT0011933875,english,4,2
MT0011937155,english,1,3
MT0011937271,english,5,5
MT0011938737,unknown,4,2
MT0011940781,english,1,3
MT0011943335,english,1,3
MT0011943549,english,2,1
MT0011944405,english,1,3
MT0011945841,english,4,2
MT0011950450,english,3,5
MT0011953228,unknown,4,2
MT0011953631,unknown,2,1
MT0011957429,english,4,2
MT0011959819,english,1,3
MT0011960348,unknown,0,0
MT0011961925,english,4,2
MT0011963777,english,1,3
MT0011966998,unknown,2,1
MT0011968204,unknown,1,3
MT0011969592,unknown,2,1
MT0011971415,unknown,0,0
MT0011974870,unknown,3,4
MT0011975274,english,4,2
MT0011982393,english,3,4
MT0011991382,english,1,3
MT0011996860,unknown,2,1
MT0011997914,unknown,1,3
MT0011999773,english,1,3
MT0012000832,english,2,4
MT0012001409,english,4,2
MT0012001684,english,0,0
MT0012004661,unknown,2,1
MT0012004909,english,2,1
MT0012004929,english,0,0
MT0012005920,english,0,0
MT0012008752,unknown,3,5
MT0012009054,english,1,3
MT0012009606,unknown,3,0
MT0012011991,english,2,1
MT0012013969,english,3,4
MT0012014382,english,1,3
MT0012016955,english,2,1
MT0012017035,english,2,2
MT0012020062,unknown,5,5
MT0012023721,english,2,1
MT0012025242,unknown,4,2
MT0012025969,unknown,2,1
MT0012027536,unknown,3,4
MT0012028572,english,4,2
MT0012030545,english,4,2
MT0012030591,english,4,2
MT0012030863,english,4,2
MT0012031327,english,4,2
MT0012033786,english,4,2
MT0012034242,english,2,1
MT0012035583,english,4,0
MT0012036571,unknown,3,4
MT0012041920,english,4,2
MT0012061041,unknown,2,1
MT0012067911,english,2,2
MT0012073768,unknown,2,4
MT0012091487,unknown,2,1
MT0012096485,unknown,3,4
MT0012100576,english,2,1
MT0012112600,unknown,3,4
MT0012116237,english,2,1
MT0012122028,english,4,2
MT0012124855,unknown,1,3
MT0012151268,unknown,5,5
MT0012159808,english,3,4
MT0012168286,english,1,3
MT0012195806,unknown,4,2
MT0012198225,unknown,5,5
MT0012202513,unknown,2,2
MT0012222183,unknown,3,0
MT0012240177,unknown,3,4
MT0012247942,unknown,4,2
MT0012259307,unknown,3,4
MT0012261257,unknown,4,4
MT0012276467,unknown,3,4
MT0012292188,unknown,2,2
MT0012312232,unknown,3,4
MT0012317309,english,4,4
MT0012330276,english,5,5
MT0012330796,unknown,2,1
MT0012331779,unknown,2,1
MT0012333553,english,4,0
MT0012333749,unknown,2,1
MT0012333771,unknown,2,1
MT0012334245,english,4,2
MT0012337307,unknown,3,4
MT0012383717,unknown,2,1
MT0012396528,english,1,3
MT0012398546,english,4,2
MT0012408058,unknown,4,2
MT0012416069,unknown,2,1
MT0012417408,unknown,5,5
MT0012430736,english,4,2
MT0012435412,unknown,4,2
MT0012438211,english,4,2
MT0012454159,unknown,2,1
MT0012454284,unknown,2,4
MT0012455611,english,4,2
MT0012459878,english,1,3
MT0012481933,unknown,0,0
MT0012505137,english,2,1
MT0012509093,english,0,0
MT0012521149,english,2,1
MT0012532120,unknown,1,3
MT0012534566,unknown,2,1
MT0012591057,unknown,5,5
MT0012600718,unknown,5,5
MT0012601428,unknown,5,5
MT0012615075,unknown,2,1
MT0012619690,english,2,4
MT0012634038,english,4,2
MT0012637285,english,2,1
MT0012639323,english,4,2
MT0012645597,english,2,4
MT0012648496,unknown,2,1
MT0012649676,english,2,1
MT0012658386,english,3,4
MT0012658636,unknown,2,1
MT0012666474,english,4,2
MT0012675695,unknown,3,4
MT0012677096,unknown,3,0
MT0012678840,unknown,4,2
MT0012682565,unknown,0,0
MT0012697686,english,3,5
MT0012698055,english,2,1
MT0012700338,unknown,4,2
MT0012738934,english,2,1
MT0012740185,english,2,1
MT0012742379,unknown,2,4
MT0012745818,unknown,5,5
MT0012766840,unknown,3,4
MT0012773883,english,2,4
MT0012777233,english,2,1
MT0012794033,unknown,4,2
MT0012798988,unknown,2,1
MT0012811141,english,2,1
MT0012823048,english,3,4
MT0012840331,unknown,2,1
MT0012844418,english,4,2
MT0012846850,unknown,2,4
MT0012854734,english,3,4
MT0012855159,english,2,1
MT0012862507,english,2,1
MT0012863101,english,2,1
MT0012865192,english,2,1
MT0012869295,unknown,2,1
MT0012888230,unknown,3,0
MT0012893353,unknown,5,5
MT0012895822,english,3,4
MT0012900592,english,2,1
MT0012909507,english,2,1
MT0012914763,english,2,1
MT0012924767,unknown,3,4
MT0012930833,english,4,2
MT0012932812,unknown,5,5
MT0012933678,english,5,1
MT0012941049,unknown,4,0
MT0012956323,unknown,1,3
MT0012976100,english,3,4
MT0012988776,english,3,4
MT0013003902,english,2,4
MT0013027205,unknown,2,1
MT0013044535,unknown,3,4
MT0013056573,english,5,5
MT0013056830,english,2,1
MT0013058008,english,1,3
MT0013064857,english,4,2
MT0013070871,english,5,4
MT0013075504,unknown,2,4
MT0013078262,unknown,2,1
MT0013080259,unknown,3,4
MT0013087767,english,2,1
MT0013095380,unknown,4,2
MT0013101577,english,1,3
MT0013104929,english,2,1
MT0013115311,english,3,4
MT0013145806,unknown,3,0
MT0013151367,unknown,2,1
MT0013156036,english,1,3
MT0013161246,english,2,1
MT0013166908,unknown,2,4
MT0013173557,unknown,3,4
MT0013176970,english,3,4
MT0013177702,english,3,0
MT0013184611,english,1,3
MT0013186132,english,3,4
MT0013193016,english,3,4
MT0013198028,unknown,3,4
MT0013201347,english,4,0
MT0013208607,unknown,2,1
MT0013209458,english,2,1
MT0013216725,english,4,2
MT0013219857,english,5,5
MT0013228223,english,0,5
MT0013235939,unknown,5,5
MT0013236693,english,4,2
MT0013244644,unknown,2,1
MT0013260233,english,3,4
MT0013275745,unknown,4,2
MT0013280170,english,3,4
MT0013282123,unknown,3,4
MT0013283837,english,4,4
MT0013289749,english,2,1
MT0013299412,unknown,3,4
MT0013305470,unknown,3,0
MT0013305827,english,2,4
MT0013313448,unknown,5,5
MT0013328261,english,5,5
MT0013349760,english,4,2
MT0013350034,english,3,4
MT0013366460,unknown,2,1
MT0013386240,unknown,4,4
MT0013389935,unknown,4,4
MT0013401931,unknown,2,1
MT0013411556,english,0,0
MT0013416300,english,5,5
MT0013417325,unknown,2,1
MT0013418800,english,2,1
MT0013429054,unknown,5,1
MT0013458428,english,3,4
MT0013464231,english,0,0
MT0013477850,unknown,5,1
MT0013486354,unknown,2,4
MT0013504689,unknown,3,4
MT0013524535,english,0,0
MT0013577074,unknown,3,4
MT0013583287,english,2,1
MT0013590244,english,4,2
MT0013602925,english,2,1
MT0013610517,unknown,4,2
MT0013610638,english,1,3
MT0013612461,english,4,2
MT0013613711,english,2,3
MT0013616609,english,0,2
MT0013621344,unknown,1,3
MT0013633209,unknown,2,1
MT0013637631,english,1,3
MT0013649307,english,0,0
MT0013652136,unknown,5,1
MT0013658337,english,4,2
MT0013667097,unknown,4,2
MT0013673733,unknown,3,4
MT0013676763,english,3,4
MT0013678986,english,0,0
MT0013693326,english,4,2
MT0013726148,unknown,3,4
MT0013732158,unknown,2,1
MT0013743441,english,2,1
MT0013746403,english,5,5
MT0013747898,unknown,4,2
MT0013751364,english,0,0
MT0013752990,english,4,2
MT0013758625,english,5,5
MT0013764945,english,4,2
MT0013790748,unknown,0,0
MT0013795989,english,5,1
MT0013800071,english,5,5
MT0013803861,unknown,3,4
MT0013809129,unknown,2,1
MT0013809208,english,4,2
MT0013820793,unknown,3,4
MT0013822237,unknown,2,1
MT0013824918,unknown,3,4
MT0013833732,english,3,0
MT0013868618,english,2,2
MT0013881862,english,2,1
MT0013885218,unknown,2,1
MT0013900095,english,2,1
MT0013901316,unknown,2,1
MT0013904850,unknown,4,2
MT0013906090,english,2,1
MT0013914319,unknown,1,2
MT0013921881,english,2,1
MT0013923586,english,5,4
MT0013924254,english,2,1
MT0013929650,english,2,1
MT0013955066,english,4,2
MT0013960578,english,2,1
MT0013979875,english,5,1
MT0013999544,unknown,5,1
MT0014005525,english,4,2
MT0014046859,unknown,3,4
MT0014050974,unknown,3,4
MT0014062404,unknown,3,0
MT0014082915,english,3,4
MT0014084173,unknown,2,1
MT0014084256,unknown,5,5
MT0014116864,english,2,1
MT0014118699,english,3,4
MT0014121590,english,2,1
MT0014127375,unknown,3,4
MT0014134790,unknown,2,1
MT0014135173,english,2,1
MT0014157389,unknown,4,2
MT0014173367,unknown,5,1
MT0014192212,unknown,2,1
MT0014204470,unknown,3,4
MT0014209882,english,2,1
MT0014215479,english,4,2
MT0014439055,english,1,3
MT0014443758,unknown,5,5
MT0014444602,unknown,2,1
MT0014445318,unknown,2,1
MT0014472963,english,3,4
MT0014475915,unknown,3,4
MT0014489361,unknown,2,1
MT0014489482,unknown,2,1
MT0014498396,english,2,1
MT0014507179,unknown,5,5
MT0014544554,unknown,4,2
MT0014550042,unknown,1,3
MT0014553025,english,3,4
MT0014553172,english,3,4
MT0014554353,english,0,0
MT0014555701,english,0,0
MT0014576739,unknown,0,0
MT0014581361,english,2,1
MT0014581911,unknown,4,2
MT0014584319,english,2,1
MT0014584473,english,3,4
MT0014586720,english,2,1
MT0014594482,english,2,1
MT0014597919,unknown,3,4
MT0014612093,english,2,1
MT0014615863,english,2,1
MT0014619583,english,4,2
MT0014624309,english,2,1
MT0014650353,english,2,1
MT0014650360,english,2,1
MT0014656064,unknown,2,1
MT0014664637,english,2,1
MT0014665667,english,2,1
MT0014665693,english,4,2
MT0014668887,unknown,5,5
MT0014693814,english,3,5
MT0014703649,english,4,2
MT0014724547,english,5,5
MT0014737299,unknown,2,1
MT0014752461,english,0,5
MT0014756127,english,2,1
MT0014762437,english,2,1
MT0014781093,english,1,2
MT0014790813,english,2,1
MT0014794891,unknown,4,2
MT0014798420,english,2,1
MT0014804830,english,2,1
MT0014817509,unknown,2,1
MT0014826870,english,5,5
MT0014833239,unknown,2,1
MT0014838459,english,2,1
MT0014844849,unknown,2,1
MT0014845647,english,2,1
MT0014852191,unknown,2,3
MT0014853937,unknown,3,4
MT0014859055,english,2,1
MT0014874934,unknown,5,5
MT0014878397,unknown,4,2
MT0014880463,english,2,1
MT0014936205,english,4,2
MT0014936656,english,3,4
MT0014948707,english,4,3
MT0014953592,english,4,2
MT0014957211,english,0,0
MT0014961114,unknown,4,2
MT0014964772,english,4,2
MT0014974957,english,1,3
MT0014979000,unknown,0,0
MT0014980594,english,1,3
MT0014984545,unknown,4,2
MT0014986470,unknown,5,1
MT0014992158,unknown,0,0
MT0014992356,english,2,1
MT0014997916,english,5,1
MT0015004289,unknown,3,4
MT0015004867,english,1,3
MT0015005100,english,5,1
MT0015007103,unknown,3,4
MT0015019608,english,1,3
MT0015020070,unknown,0,0
MT0015020231,unknown,0,0
MT0015026273,english,2,1
MT0015026293,english,5,5
MT0015028144,english,5,5
MT0015032338,english,3,4
MT0015034564,english,2,1
MT0015139461,english,3,4
MT0015396140,unknown,0,0
MT0015428521,english,3,4
MT0015456449,unknown,0,0
MT0015465230,english,3,4
MT0015469804,english,4,2
MT0015471594,english,3,4
MT0015477550,english,3,4
MT0015494518,english,2,1
MT0015506396,english,2,1
MT0015506741,english,5,5
MT0015510419,unknown,3,4
MT0015511866,english,2,1
MT0015514030,unknown,5,5
MT0015541501,english,1,3
MT0015546206,english,3,0
MT0015587436,english,2,1
MT0015599764,english,2,1
MT0015604179,unknown,5,5
MT0015632625,unknown,0,0
MT0015653546,unknown,2,4
MT0015659520,unknown,2,1
MT0015664499,unknown,4,4
MT0015665796,english,3,4
MT0015680193,unknown,1,3
MT0015682649,unknown,5,5
MT0015689411,unknown,4,2
MT0015689749,unknown,4,2
MT0015694210,unknown,1,3
MT0015696773,unknown,3,4
MT0015706588,english,3,4
MT0015708437,english,2,1
MT0015709701,english,0,0
MT0015713000,unknown,2,1
MT0015715008,english,2,1
MT0015720220,unknown,4,3
MT0015742096,unknown,4,2
MT0015760726,english,5,1
MT0015849191,unknown,4,2
MT0015883602,english,2,1
MT0015885791,unknown,2,1
MT0015889071,english,2,1
MT0015896210,unknown,0,0
MT0015908129,unknown,2,1
MT0015918974,unknown,3,4
MT0015929505,english,2,1
MT0015934550,unknown,2,1
MT0015940634,english,1,3
MT0015950558,english,2,1
MT0015962332,english,2,1
MT0015971175,english,2,1
MT0016469828,english,0,0
MT0016743722,english,2,1
MT0016770768,english,1,3
MT0016887233,english,5,5
MT0016897938,english,5,5
MT0016913402,english,2,1
MT0016915093,english,2,1
MT0016918508,english,2,1
MT0016932218,english,5,5
MT0016933152,english,2,1
MT0016956738,unknown,2,1
MT0016963741,unknown,0,0
MT0016971741,english,2,1
MT0016972827,unknown,2,1
MT0016976154,english,2,1
MT0016981570,unknown,2,1
MT0016987100,unknown,2,1
MT0016990726,unknown,2,1
MT0017031590,english,2,1
MT0017475710,english,2,1
MT0017657810,english,5,1
MT0017667847,unknown,2,1
MT0017672677,unknown,3,4
MT0017683327,unknown,2,4
MT0017797643,unknown,4,2
MT0017954224,unknown,0,0
MT0017957157,unknown,1,3
MT0017971951,english,0,0
MT0018024152,english,1,3
MT0018029465,english,4,2
MT0018031959,english,1,3
MT0018044514,english,4,2
MT0018288135,english,1,3
MT0018376280,english,3,0
MT0018450519,english,0,0
MT0018453545,unknown,3,4
MT0018573219,unknown,4,2
MT0018617125,unknown,3,0
MT0018651126,english,4,2
MT0018669856,english,1,3
MT0018793776,english,4,2
MT0018861433,unknown,3,4
MT0018886935,unknown,4,2
MT0019352491,english,4,2
MT0019446620,unknown,4,2
MT0019511872,unknown,0,0
MT0019766193,english,3,4
MT0020009125,english,4,2
